TX_AMOUNT,IS_FRAUD,SENDER_INIT_BALANCE,RECEIVER_INIT_BALANCE,HOUR,DAY_OF_WEEK,AMOUNT_TO_SENDER_BALANCE_RATIO,SENDER_BALANCE_AFTER_TX
179.88,FALSE,179.89,230.5,3,1,0.994416496,0.01
11.52,TRUE,212.31,124.85,18,6,0.054005907,200.79
38.56,FALSE,192.8,117.02,18,4,0.198968008,154.24
157.27,FALSE,157.27,256.08,2,5,0.993681683,0
244.2885814,FALSE,79.3555235,133.9154839,22,6,0.504166145,98.24
4.63,FALSE,101.96,415.68,10,5,0.04496892,97.33
211.64,FALSE,211.65,124.03,13,3,0.995250411,0.01
212.7816753,FALSE,188.1230553,135.2959572,3,6,0.323130448,0
155.5,FALSE,155.5,376.5,14,6,0.993610224,0
387.35,FALSE,387.36,146.97,12,6,0.99739932,0.01
5.85,FALSE,122.86,242.72,8,6,0.047230744,117.01
3.19,TRUE,315.42,133.83,5,0,0.010081537,312.23
428.2,FALSE,428.21,194.06,20,4,0.99764684,0.01
437.39,FALSE,437.4,483.96,23,0,0.997696168,0.01
12.74,FALSE,178.41,537.15,9,5,0.071010535,165.67
152.8,FALSE,152.81,350.47,5,6,0.993433457,0.01
4.75,TRUE,366.74,271.15,14,2,0.012916735,361.99
446.33,FALSE,446.34,563.97,11,4,0.99774221,0.01
153.69,FALSE,153.69,271.84,4,0,0.993535458,0
471.88,FALSE,471.88,188.26,3,5,0.997885299,0
17.33,FALSE,138.65,115.52,23,4,0.124095954,121.32
326.19,FALSE,326.19,470.41,8,6,0.996943672,0
9.6,FALSE,192.02,195.99,22,4,0.049735779,182.42
292.85,FALSE,292.85,383.22,16,1,0.996596903,0
474.73,FALSE,474.73,273.23,3,1,0.997897967,0
494.29,FALSE,494.29,429.35,9,0,0.997980981,0
401.04,FALSE,401.04,140.51,20,6,0.997512685,0
135.64,FALSE,135.65,297.84,11,6,0.992608855,0.01
7.94,FALSE,174.77,346.28,15,3,0.045172669,166.83
6.23,FALSE,137.07,465.58,6,6,0.04512204,130.84
12.25,TRUE,151.09,305.22,2,1,0.080544414,138.84
112.83,FALSE,112.84,160.86,11,3,0.991127899,0.01
458.35,FALSE,458.35,140.86,16,0,0.997823011,0
7.94,FALSE,174.77,373.23,5,6,0.045172669,166.83
190.13,FALSE,190.14,111.47,6,2,0.994715915,0.01
185.8,FALSE,185.8,317.65,20,6,0.994646681,0
454.54,FALSE,454.55,138.47,1,2,0.9977829,0.01
445.25,FALSE,445.25,140.51,15,0,0.997759104,0
18.98,TRUE,472.75,516.82,16,0,0.040063325,453.77
138.89,FALSE,138.9,332.87,14,5,0.992780558,0.01
222.3,FALSE,222.3,564.31,23,4,0.99552172,0
234.2162252,FALSE,119.7938038,144.5503476,22,5,0.595024622,0
6.19,FALSE,123.97,104.07,16,6,0.049531888,117.78
187.85,FALSE,187.85,298.16,16,0,0.994704792,0
49.54,FALSE,148.64,420.52,2,4,0.331061214,99.1
237.586669,FALSE,66.42013226,60.37167869,1,5,0.499603584,170.95
153.7690872,FALSE,128.2347641,105.9506717,22,6,0.34873049,0.01
22.25,FALSE,155.78,546.19,5,6,0.141918612,133.53
5.1,FALSE,107.17,311.14,0,4,0.047148008,102.07
551.34,FALSE,551.35,258.22,7,0,0.998171449,0.01
219.91,FALSE,219.92,238.14,17,4,0.995428209,0.01
13.39,FALSE,187.46,469.74,17,1,0.07104956,174.07
111.47,FALSE,111.47,363.62,2,0,0.99110874,0
251.0738521,FALSE,73.15569653,135.5322804,4,6,0.342690543,142.56
133.19,FALSE,133.2,344.98,20,6,0.99247392,0.01
6.85,FALSE,102.76,355.33,11,5,0.066017733,95.91
136.88,FALSE,136.88,361.95,19,3,0.992747317,0
60845.12,FALSE,249.25,507.46,8,0,243.1373427,-60595.87
415.07,FALSE,415.07,415.54,19,5,0.997596558,0
124.87,FALSE,124.88,475.08,12,5,0.991976486,0.01
117.37,FALSE,117.38,218.64,4,1,0.991468153,0.01
511.16,FALSE,511.16,374.37,7,1,0.998047485,0
109.7711469,FALSE,126.5920964,53.88410433,3,6,0.305346999,0
5.62,FALSE,118.1,262.55,22,5,0.047187238,112.48
129.63,FALSE,129.64,394.09,21,1,0.99226883,0.01
133.6215942,FALSE,108.9433044,136.6003982,1,5,0.583205596,0
173.28,FALSE,173.29,185.55,11,1,0.994205061,0.01
156.52,FALSE,156.52,462.55,6,5,0.9936516,0
484.54,FALSE,484.54,374.38,23,2,0.997940437,0
6.03,FALSE,126.77,573.91,15,5,0.047194177,120.74
100.05,FALSE,100.06,122.92,7,6,0.990005937,0.01
281.8957136,FALSE,108.6016672,122.9245807,0,5,0.323181431,135.91
18.71,FALSE,112.29,302.66,17,3,0.165151381,93.58
180.6,FALSE,180.6,540.54,7,4,0.994493392,0
486.92,FALSE,486.92,340.97,7,1,0.997950484,0
101.1818379,FALSE,92.4060691,116.2938669,22,5,0.485784785,137.36
164.1870283,FALSE,125.858781,61.64559024,4,6,0.523665483,0
454.85,FALSE,454.86,112.49,12,4,0.997784407,0.01
9.11,FALSE,127.56,132.39,6,2,0.070861854,118.45
8.769867669,TRUE,1451.714069,536.2940454,14,0,0.011958358,221.31
394.35,FALSE,394.35,185.6,2,5,0.997470596,0
334.8,FALSE,334.81,211.59,5,1,0.996992347,0.01
158.11,FALSE,158.11,529.58,20,5,0.99371504,0
168.8469689,FALSE,59.50393534,147.94962,4,6,0.350179088,130.37
130.8982353,FALSE,60.77921414,126.1218177,4,5,0.466800055,0.01
141.24,FALSE,141.24,369.25,16,4,0.992969629,0
5949.03,FALSE,235.92,205.36,6,5,25.10986831,-5713.11
208.531357,FALSE,126.8949878,69.45586907,4,5,0.531673521,0
8.19,FALSE,114.75,175.72,5,3,0.07075594,106.56
164.21,FALSE,164.21,248.18,6,2,0.993947098,0
166.69,FALSE,166.7,128.45,10,4,0.99397734,0.01
256.6040849,FALSE,134.5630327,146.9460034,3,5,0.48945763,0.01
127.2777932,FALSE,57.39669351,145.7017495,3,5,0.493222896,0
242.3191324,FALSE,174.5462067,113.2729842,23,5,0.547130522,109.95
18.9,FALSE,189.07,272.03,5,2,0.09943705,170.17
171.8042196,FALSE,190.0663229,54.31531407,2,5,0.471169876,0.01
8.26,FALSE,115.66,137.77,9,4,0.070804046,107.4
190.42,FALSE,190.43,102.55,2,0,0.99472392,0.01
376.92,FALSE,376.92,383.22,19,1,0.997353937,0
355.75,FALSE,355.75,383.22,22,2,0.997196917,0
436.39,FALSE,436.39,118.71,22,1,0.997713711,0
247.44,FALSE,247.45,388.57,21,0,0.995934796,0.01
587.42,FALSE,587.43,368.25,9,0,0.998283568,0.01
462.51,FALSE,462.52,168.72,7,6,0.997821022,0.01
479.92,FALSE,479.92,118.63,21,3,0.997920652,0
286.68502,FALSE,152.4316767,75.74762518,2,5,0.574648162,89.06
524.28,FALSE,524.28,388.57,1,4,0.998096253,0
195.19,FALSE,195.19,426.85,23,4,0.9949029,0
108.62,FALSE,108.62,168.52,11,6,0.990877577,0
7.15,FALSE,100.2,202.02,7,4,0.070652174,93.05
197.13,FALSE,197.14,469.43,20,4,0.994902594,0.01
582.04,FALSE,582.05,276.62,22,2,0.99826773,0.01
282.4948006,FALSE,155.2449167,124.2335924,22,5,0.564244757,0
9.39,FALSE,131.55,517.14,0,2,0.070841192,122.16
17.8,FALSE,142.42,323.1,5,2,0.124111003,124.62
4084226,FALSE,363.92,144.19,10,0,11192.11334,-4083862.08
462.29,FALSE,462.3,235.23,19,6,0.997819987,0.01
160.0433764,FALSE,199.2502569,95.69963698,23,5,0.564892961,0.01
13.42,TRUE,183.35,463.32,21,6,0.072796311,169.93
502.57,FALSE,502.58,261,1,4,0.99799436,0.01
472.45,FALSE,472.45,180.83,18,4,0.997887845,0
150.75,FALSE,150.75,133.55,2,2,0.993410214,0
7.65,FALSE,160.73,448.91,12,6,0.047301057,153.08
120.12,FALSE,120.12,173.64,7,2,0.991743725,0
115.37,FALSE,115.37,137.89,3,2,0.99140672,0
495.91,FALSE,495.91,374.38,22,5,0.997987563,0
239.8372527,FALSE,171.2833762,108.5991154,23,5,0.492917162,0
8.67741032,TRUE,920.3922685,911.3674791,11,1,0.005007073,564.1
403.47,FALSE,403.47,434.77,4,6,0.997527629,0
153.52,FALSE,153.53,473.29,1,2,0.993464052,0.01
23.42,FALSE,163.94,347.81,17,0,0.141991027,140.52
564.71,FALSE,564.71,340.97,22,2,0.99823231,0
21.36,FALSE,192.3,219.77,17,0,0.110501811,170.94
107.87,FALSE,107.87,176.15,15,2,0.990814733,0
21.36,FALSE,192.31,412.49,8,2,0.110496094,170.95
188.38,FALSE,188.39,168.52,17,4,0.994667089,0.01
100.44,FALSE,100.45,223.15,7,1,0.990044357,0.01
3.36,TRUE,414.98,188.65,2,4,0.008077311,411.62
16.98,FALSE,118.92,271.15,15,6,0.141594396,101.94
108.12,FALSE,108.12,104.3,6,6,0.990835777,0
141.52,FALSE,141.52,507.58,3,6,0.992983441,0
7.15,FALSE,100.13,497.86,14,0,0.070701078,92.98
308.7,FALSE,308.7,148.37,4,6,0.996771069,0
11.71,TRUE,148.97,273.73,4,0,0.078082283,137.26
157.5609293,FALSE,162.8062181,139.7669142,1,6,0.383556039,95.91
168.2958424,FALSE,114.485472,101.2035827,2,6,0.485126458,117.7
156.6,FALSE,156.6,118.22,18,3,0.993654822,0
163.99,FALSE,163.99,202.33,21,5,0.993939027,0
557.71,FALSE,557.71,543.36,7,6,0.998210163,0
204.6202698,FALSE,110.6686277,132.0935599,2,5,0.535727128,0
107.1697251,FALSE,111.8000485,66.20108513,1,6,0.320859641,0.01
106.01,FALSE,106.01,243.46,16,3,0.990655079,0
4.54,TRUE,181.19,435.36,21,5,0.024919041,176.65
512.82,FALSE,512.82,339.88,0,0,0.998053793,0
16.15,FALSE,177.73,283.72,14,2,0.090359761,161.58
253.0961128,FALSE,107.9033287,90.71206745,2,6,0.485777807,141.82
3.57,TRUE,535.92,163.99,18,6,0.006649035,532.35
11.64,TRUE,204.93,292.85,18,4,0.056524062,193.29
10.41,FALSE,145.8,136.79,12,0,0.070912807,135.39
209.22,FALSE,209.22,126.39,11,5,0.995243079,0
107.91,FALSE,107.91,456.58,16,2,0.990818107,0
133.63,FALSE,133.64,117.25,9,1,0.992498515,0.01
428.26,FALSE,428.27,294.23,20,0,0.997647168,0.01
10.13,TRUE,502.02,269.06,21,3,0.020138364,491.89
425.45,FALSE,425.46,478.3,13,0,0.997631665,0.01
103.79,FALSE,103.79,235.35,13,6,0.990457105,0
151.53,FALSE,151.54,118.1,16,2,0.993378786,0.01
438.55,FALSE,438.56,351.08,12,2,0.997702248,0.01
22.71,FALSE,158.97,139.89,23,5,0.141964118,136.26
435.55,FALSE,435.56,277.82,10,1,0.997686458,0.01
444.57,FALSE,444.58,553.53,19,2,0.997733291,0.01
593.64,FALSE,593.64,205.36,22,4,0.99831831,0
487.54,FALSE,487.54,253.22,5,4,0.997953085,0
3.88,TRUE,312.1,355.33,5,5,0.012392207,308.22
121.3827318,FALSE,83.53779395,116.6516776,23,5,0.338172408,0
1398114.75,FALSE,308.91,534.6,10,4,4511.35733,-1397805.84
118.95,FALSE,118.96,339.33,5,1,0.991580527,0.01
440.1,FALSE,440.1,322.07,9,2,0.99773294,0
222.274827,FALSE,183.579187,54.84063943,0,5,0.577401025,122.86
16.16,FALSE,161.64,103.89,2,3,0.099360551,145.48
153.61,FALSE,153.62,355.74,8,6,0.993467857,0.01
195.19,FALSE,195.2,177.86,8,1,0.994852192,0.01
113.13,FALSE,113.14,354.17,3,5,0.991151218,0.01
507.79,FALSE,507.8,313.79,4,3,0.998014937,0.01
172.64,FALSE,172.65,530.26,12,5,0.994183703,0.01
597.28,FALSE,597.29,162.6,8,6,0.998311855,0.01
484.54,FALSE,484.54,374.38,14,5,0.997940437,0
3.14,TRUE,109.99,169.47,9,2,0.028290837,106.85
466.91,FALSE,466.91,108.34,23,5,0.997862837,0
204.91,FALSE,204.91,287.93,19,1,0.995143509,0
20.03,FALSE,160.27,407.23,5,2,0.124201649,140.24
178.52,FALSE,178.52,362.7,13,6,0.99442959,0
122.9306036,FALSE,135.4438697,61.87183662,1,6,0.332379272,0.01
25.43,FALSE,152.59,314.45,3,6,0.165570675,127.16
5009638,FALSE,253.6,354.94,6,3,19676.50432,-5009384.4
513.33,FALSE,513.33,146.19,4,6,0.998055723,0
139.41,FALSE,139.41,209.46,7,0,0.992878,0
4.74,TRUE,124.5,152.64,11,1,0.037768924,119.76
2112929,FALSE,317.98,578.96,7,4,6624.01718,-2112611.02
352.27,FALSE,352.28,365.01,15,5,0.997141078,0.01
454.54,FALSE,454.55,138.47,15,1,0.9977829,0.01
75456.35,FALSE,377.38,261.97,5,4,199.4194989,-75078.97
208.7033815,FALSE,154.3294489,127.8899648,3,6,0.338739684,0.01
495.91,FALSE,495.91,374.38,13,2,0.997987563,0
133.19,FALSE,133.2,144.06,18,6,0.99247392,0.01
502.23,FALSE,502.23,486.93,17,0,0.998012837,0
545.64,FALSE,545.64,196.1,5,0,0.998170642,0
11.45,FALSE,114.56,107.17,9,2,0.099082728,103.11
40.35,FALSE,121.06,107.23,21,3,0.330575127,80.71
145.05,FALSE,145.05,105.24,7,2,0.99315303,0
16,FALSE,176.1,387.14,2,2,0.090344438,160.1
197.94,FALSE,197.95,166.38,4,0,0.994923348,0.01
117.54,FALSE,117.54,464.19,9,6,0.991564029,0
8.5,FALSE,119.01,545.56,3,5,0.070827431,110.51
4.52,TRUE,196.99,404.78,6,6,0.022829436,192.47
157.83,FALSE,157.83,149.35,1,6,0.99370396,0
24.89,FALSE,199.19,236.88,7,3,0.124331885,174.3
496.66,FALSE,496.66,523.83,16,3,0.997990596,0
310.08,FALSE,310.09,112.68,1,5,0.996753351,0.01
1123587.75,FALSE,259.27,306.01,4,2,4317.008299,-1123328.48
109.3,FALSE,109.31,172.92,1,2,0.990843985,0.01
10.39,TRUE,401.69,118.02,8,1,0.025801485,391.3
304597.4,FALSE,219.93,350.2,7,2,1378.705472,-304377.47
9.03,FALSE,189.8,179.36,23,2,0.047327044,180.77
143.52,FALSE,143.53,234.16,13,5,0.993011831,0.01
6.8,FALSE,142.93,382.45,20,1,0.047245189,136.13
432.48,FALSE,432.49,167.09,3,6,0.997670073,0.01
560.1,FALSE,560.11,152.46,2,5,0.998199996,0.01
9.563377039,TRUE,1039.596787,849.6367791,15,2,0.004358485,472.55
226.9153795,FALSE,97.40589075,75.14088137,1,5,0.314611001,0
111.66,FALSE,111.67,370.82,9,1,0.991035768,0.01
112.3033356,FALSE,54.82711682,120.2152532,23,6,0.334157096,-51787.45
181.47,FALSE,181.48,381.32,1,1,0.994465147,0.01
584.26,FALSE,584.26,146.19,3,6,0.998291358,0
156.82,FALSE,156.82,273.23,1,1,0.993663667,0
19.45,TRUE,317.65,244.31,20,6,0.061038757,298.2
514.52,FALSE,514.52,165.28,1,4,0.998060211,0
176.14,FALSE,176.15,233.95,0,0,0.994298617,0.01
458.76,FALSE,458.77,399.15,21,2,0.997803249,0.01
272.8169115,FALSE,110.8781494,62.64004074,2,6,0.342583928,129.87
117.98,FALSE,117.99,155.08,7,3,0.991511892,0.01
167.1106931,FALSE,90.73653522,54.585659,4,6,0.419902693,0.01
3.28,TRUE,178.35,321.78,4,4,0.018288263,175.07
248.0865128,FALSE,179.2927139,112.0396385,4,6,0.553932018,0
158,FALSE,158,131.82,10,3,0.993710692,0
133.99,FALSE,133.99,116.31,13,1,0.992592044,0
159.683464,FALSE,85.97842736,86.93497178,3,6,0.36338311,159.72
299.6375823,FALSE,119.9695763,97.52240734,2,6,0.471588679,0.01
131.751668,FALSE,110.7053539,77.57755296,23,6,0.406834416,124.62
518.54,FALSE,518.55,111.5,23,2,0.99805601,0.01
45.14,FALSE,201.27,97.82,21,0,0.224275848,156.13
110.62,FALSE,159.36,171.24,23,5,0.694151606,48.74
134.9,FALSE,168.42,258.96,15,1,0.800973756,33.52
116.13,FALSE,585.21,506.17,7,1,0.198441585,469.08
29.7,FALSE,175.34,526.57,1,0,0.169385194,145.64
54.04,FALSE,196.84,343.78,3,0,0.274537696,142.8
87.86,TRUE,175.98,197.26,14,0,0.49926128,88.12
46.25,FALSE,126.8,460.86,19,2,0.364747634,80.55
59.4,TRUE,100,395.1,6,5,0.594,40.6
73.65,FALSE,446.4,472.73,6,0,0.164986559,372.75
176.58,FALSE,469.08,512.92,8,5,0.376438987,292.5
37.07,FALSE,555.17,111.53,15,5,0.06677234,518.1
274.45,TRUE,317.29,120.62,19,0,0.864981563,42.84
98.86,FALSE,429.43,290.96,18,0,0.230212142,330.57
28.17,FALSE,354.66,439.31,6,6,0.079428185,326.49
32.47,FALSE,316.98,309.97,3,0,0.102435485,284.51
54.6,FALSE,276.11,83.34,12,4,0.197747275,221.51
16.8,FALSE,282.03,293.72,11,1,0.059568131,265.23
95.87,FALSE,559.5,317.1,23,0,0.171349419,463.63
90.48,FALSE,559.58,433.13,19,2,0.161692698,469.1
24.23,FALSE,368.55,77.58,14,0,0.065744132,344.32
54.1,TRUE,87.69,115.94,23,1,0.61694606,33.59
51.93,FALSE,162.34,267.68,18,2,0.319884194,110.41
342,FALSE,391.64,345.7,21,4,0.873250945,49.64
127.21,FALSE,136.76,54.3,0,3,0.93016964,9.55
368.77,FALSE,539.34,204.97,5,1,0.683743093,170.57
63.37,FALSE,188.12,398.86,5,5,0.336859451,124.75
252.4,TRUE,457.68,55.32,17,1,0.551477015,205.28
421.68,FALSE,544.44,165.54,21,3,0.774520608,122.76
418.42,FALSE,525.53,63.63,12,2,0.796186707,107.11
381.35,TRUE,483.06,172.34,16,1,0.789446446,101.71
25,TRUE,203.23,402.81,12,3,0.123013335,178.23
21.52,FALSE,109.62,383.41,9,0,0.196314541,88.1
221.77,FALSE,335.96,287.21,0,0,0.660108346,114.19
67.12,FALSE,220.11,354.93,9,5,0.30493844,152.99
98.44,FALSE,207.8,305.74,5,3,0.473724735,109.36
266.94,FALSE,333.5,500.13,0,3,0.80041979,66.56
91.31,FALSE,184.66,277.94,11,0,0.494476335,93.35
25.35,FALSE,428.19,170.36,23,6,0.05920269,402.84
52.81,FALSE,123.34,377.5,20,4,0.428166045,70.53
286.52,FALSE,459.01,511.92,16,1,0.62421298,172.49
70.68,FALSE,442.45,541.16,19,0,0.159746864,371.77
232.94,FALSE,274.18,163.76,10,4,0.849587862,41.24
277.7,FALSE,568.51,346.02,1,0,0.48846986,290.81
2.4,FALSE,65.96,512.28,4,5,0.036385688,63.56
305.06,TRUE,403.51,77.66,21,0,0.75601596,98.45
57.06,FALSE,60.66,407.58,0,5,0.940652819,3.6
80.97,TRUE,133.81,571.27,15,6,0.605111726,52.84
3782773.62,TRUE,109.45,422.54,7,3,34561.65939,-3782664.17
130.95,TRUE,380.23,240.96,7,0,0.344396812,249.28
444.9,FALSE,578.43,289.52,14,4,0.769150978,133.53
228.57,FALSE,375.86,203.41,19,0,0.608125366,147.29
178.53,FALSE,321.87,245.15,7,0,0.554664927,143.34
143.84,FALSE,182.75,429.84,21,0,0.787086183,38.91
91.04,FALSE,272.42,310.29,8,2,0.334189854,181.38
91.22,TRUE,188.27,115.76,6,3,0.484516917,97.05
27.74,FALSE,507.95,216.25,1,1,0.054611674,480.21
251.41,FALSE,569.25,530,10,0,0.441651296,317.84
88.66,FALSE,567.58,320.46,16,2,0.156207055,478.92
98.22,FALSE,115.15,476.63,15,2,0.852974381,16.93
95.96,FALSE,391.57,394.03,1,6,0.245064739,295.61
21.91,FALSE,274.68,67.95,0,0,0.079765545,252.77
307.03,FALSE,374.38,113.13,16,6,0.82010257,67.35
453.79,FALSE,485.95,291.53,18,1,0.933820352,32.16
8.82,FALSE,290.77,382.04,6,5,0.030333253,281.95
145.32,FALSE,308.78,598.32,20,1,0.470626336,163.46
19.24,FALSE,418.57,431.52,10,3,0.045966027,399.33
44.15,FALSE,227.8,503.71,16,2,0.19381036,183.65
9244451.28,TRUE,293.12,122.06,16,6,31538.11163,-9244158.16
17.03,FALSE,57.52,303.8,21,5,0.296070932,40.49
504.74,FALSE,589.13,260.97,3,5,0.856754876,84.39
483.75,FALSE,563.84,449.33,15,3,0.857956158,80.09
136.78,FALSE,239.82,300.44,3,5,0.570344425,103.04
214.99,FALSE,225,593.63,11,0,0.955511111,10.01
223.43,TRUE,232.6,339.27,7,6,0.960576096,9.17
23.44,FALSE,518.79,394.74,12,3,0.045182058,495.35
16.36,TRUE,426.42,288.68,17,6,0.03836593,410.06
75.63,FALSE,130.06,143.49,14,4,0.581500846,54.43
84.01,FALSE,189.69,545.67,19,6,0.442880489,105.68
140.41,FALSE,579.12,159.57,19,6,0.242454068,438.71
175.46,FALSE,212.38,54.45,11,0,0.826160655,36.92
439.66,FALSE,491.06,422.77,11,6,0.895328473,51.4
14.13,FALSE,68.35,550.3,16,4,0.206730066,54.22
260.19,FALSE,325.99,552.73,15,5,0.798153318,65.8
249.05,FALSE,464.78,251.18,12,1,0.535844916,215.73
153.11,FALSE,461.96,109.59,4,0,0.331435622,308.85
62.29,FALSE,503.12,114.17,18,6,0.123807442,440.83
218.13,FALSE,263.76,373.04,10,1,0.82700182,45.63
275.81,FALSE,429.65,520.5,8,0,0.641941115,153.84
2584813.89,TRUE,154.39,414.52,22,2,16742.10694,-2584659.5
46.19,FALSE,163.94,475.9,21,5,0.281749421,117.75
61.49,FALSE,187.86,58.17,18,5,0.327318216,126.37
54.23,FALSE,119.72,311.94,13,0,0.452973605,65.49
404.02,FALSE,480.77,301.92,18,0,0.840360255,76.75
145.22,FALSE,441.82,384.56,5,5,0.32868589,296.6
136.32,FALSE,328.05,446.46,20,4,0.415546411,191.73
9770716.55,TRUE,451.29,255.87,10,4,21650.63828,-9770265.26
79.59,FALSE,82.99,418.51,22,5,0.959031209,3.4
45.1,FALSE,367.86,516,2,1,0.12260099,322.76
96.18,FALSE,514.84,64.44,13,4,0.186815321,418.66
39.55,FALSE,53.36,88.27,17,3,0.741191904,13.81
48.66,FALSE,299.51,477.26,11,4,0.16246536,250.85
102.29,FALSE,293.71,277.8,21,2,0.3482687,191.42
89.01,FALSE,423.17,171.29,5,0,0.210340998,334.16
139.05,TRUE,209.2,146.63,17,2,0.664674952,70.15
9.22,TRUE,302.86,286.11,4,0,0.030443109,293.64
116.86,FALSE,514.47,338.18,15,4,0.227146384,397.61
44.11,FALSE,398.27,243.1,10,5,0.110754011,354.16
287.77,FALSE,381.32,573.21,20,1,0.754667995,93.55
79.46,FALSE,223.88,397.26,16,6,0.35492228,144.42
172.78,TRUE,298.55,404.57,22,4,0.578730531,125.77
37.85,FALSE,408.51,132.97,2,6,0.092653791,370.66
180.33,FALSE,439.19,385.39,15,2,0.41059678,258.86
235.93,TRUE,406.02,423.11,17,6,0.58107975,170.09
14759835.01,TRUE,439.86,403.92,8,6,33555.7564,-14759395.15
16.27,FALSE,149.14,174.6,7,3,0.109092128,132.87
21.87,FALSE,414.06,378.49,9,0,0.052818432,392.19
142.94,FALSE,385.83,343.71,17,4,0.370474043,242.89
29.22,FALSE,477.97,499.29,0,3,0.061133544,448.75
505.9,FALSE,563.86,206.78,21,5,0.897208527,57.96
214.79,FALSE,570.53,561.76,23,0,0.376474506,355.74
25.33,FALSE,173.5,485.26,23,3,0.145994236,148.17
40.76,TRUE,52.89,509.23,13,6,0.770656079,12.13
209.57,TRUE,486.64,378.21,19,6,0.430646885,277.07
18144355.79,TRUE,415.4,574.37,23,1,43679.23878,-18143940.39
263.66,FALSE,483.69,454.35,19,3,0.545101201,220.03
65.01,FALSE,313.19,443.82,10,0,0.207573677,248.18
202.71,FALSE,563.35,189.32,8,3,0.359829591,360.64
81.53,FALSE,118.46,542.05,21,2,0.688249198,36.93
159.35,FALSE,490.63,381.35,20,2,0.324786499,331.28
130.23,FALSE,212.6,429.37,1,0,0.612558796,82.37
88.31,FALSE,589.02,249.82,19,6,0.149926997,500.71
58.75,FALSE,86.98,260.57,8,1,0.67544263,28.23
16.63,FALSE,469.7,268.92,17,4,0.035405578,453.07
181.39,FALSE,262.84,437.22,12,5,0.69011566,81.45
68.43,TRUE,124.65,598.49,7,1,0.548977136,56.22
138.25,FALSE,173.33,484.71,10,5,0.797611493,35.08
29.24,FALSE,220.11,275.94,16,0,0.13284267,190.87
263.6,FALSE,306.21,401.89,19,4,0.860847131,42.61
55.53,FALSE,217.27,571.12,15,1,0.255580614,161.74
180.97,FALSE,216.55,375.49,16,6,0.835696144,35.58
37.36,FALSE,75,408.12,20,0,0.498133333,37.64
240.44,FALSE,576.16,299.45,20,6,0.417314635,335.72
123.82,FALSE,383.66,586.46,15,3,0.32273367,259.84
265.85,TRUE,297.28,569.96,20,2,0.894274758,31.43
79.69,FALSE,324.05,323.55,16,1,0.24591884,244.36
179.12,FALSE,204.75,345.18,12,0,0.874822955,25.63
41.1,TRUE,74.88,249.39,21,3,0.548878205,33.78
107.56,FALSE,266.65,566.42,0,1,0.403375211,159.09
41.55,FALSE,125.37,301.34,9,0,0.331419,83.82
180.71,FALSE,594.84,329.02,4,4,0.303795979,414.13
113.65,FALSE,420.59,488.22,12,3,0.270215649,306.94
295.16,FALSE,314.25,131.28,5,6,0.939252188,19.09
205.28,FALSE,292.57,275.71,4,0,0.701644051,87.29
153.82,FALSE,228.78,222.56,23,5,0.672348982,74.96
395.76,FALSE,576.54,567.82,1,2,0.686439796,180.78
196.38,FALSE,241.84,117.03,2,5,0.812024479,45.46
171.01,FALSE,208.2,410.78,10,0,0.821373679,37.19
6.76,FALSE,110.07,77.92,11,1,0.061415463,103.31
201.33,FALSE,309.82,580.49,15,0,0.649828933,108.49
37.94,FALSE,159.7,405.24,22,6,0.237570445,121.76
61.63,TRUE,535.23,483.38,10,4,0.115146759,473.6
91.43,TRUE,348.82,307.41,20,6,0.262112264,257.39
184.48,FALSE,386.02,333.4,20,1,0.477902699,201.54
169.79,FALSE,260.97,216.07,18,2,0.650611181,91.18
73.15,FALSE,115.02,557.71,2,0,0.635976352,41.87
119.67,FALSE,171.47,300.24,13,6,0.697906339,51.8
458.16,FALSE,504.08,339.03,2,0,0.908903349,45.92
369.87,FALSE,546.59,140.5,20,5,0.676686365,176.72
92.05,TRUE,295.02,278.48,10,5,0.312012745,202.97
40.39,TRUE,283.03,564.02,11,0,0.14270572,242.64
192.99,FALSE,296.7,94.14,1,4,0.650455005,103.71
399.38,FALSE,596.07,509.15,21,1,0.670021977,196.69
108.83,FALSE,258.6,135.32,16,5,0.420843001,149.77
65.2,FALSE,87.01,184.6,4,2,0.749339156,21.81
182.34,FALSE,596.42,367.61,8,5,0.305724154,414.08
267.15,FALSE,277.46,394.3,8,2,0.962841491,10.31
131.94,FALSE,432.97,151.13,9,3,0.304732429,301.03
231.31,FALSE,359.31,123.75,14,0,0.643761654,128
66.99,FALSE,344.6,257.44,23,0,0.194399304,277.61
478.64,FALSE,528.21,565.44,5,2,0.906154749,49.57
181.26,FALSE,353.64,343.51,13,2,0.512555141,172.38
361.99,FALSE,491.55,253.89,1,1,0.736425593,129.56
466.36,FALSE,564.12,133.83,21,5,0.826703538,97.76
336.37,FALSE,469.85,142.53,17,2,0.715909333,133.48
496.97,FALSE,594.68,511.49,18,5,0.835693146,97.71
87.31,FALSE,133.07,83.25,13,0,0.656120839,45.76
318.62,TRUE,353.4,344.66,16,5,0.901584607,34.78
383.23,FALSE,390.88,487.21,1,2,0.980428776,7.65
353.19,TRUE,505.43,272.9,7,0,0.698791128,152.24
312.34,FALSE,555.53,199.1,15,5,0.562237863,243.19
33.14,FALSE,58.61,560.88,8,3,0.56543252,25.47
62.02,FALSE,261.12,460,12,3,0.237515319,199.1
110.47,FALSE,472.95,66.29,10,6,0.233576488,362.48
